	ClusterID	Centroid	Sample_n	Seq_n	Samples	Sequences
2687	Cluster_13448	Unassigned_SRR5275903_421574	6	10	SRR5275903,SRR5275900,SRR5275907,SRR5275906,SRR5275902,SRR5275897	SRR5275903_421574,SRR5275900_169427,SRR5275907_587118,SRR5275906_530775,SRR5275902_175868,SRR5275897_184804,SRR5275906_198827,SRR5275907_525329,SRR5275902_53072,SRR5275897_95047
2688	Cluster_13455	Unassigned_SRR5275897_262404	8	11	SRR5275897,SRR5275927,SRR5275907,SRR5275925,SRR5275919,SRR5275908,SRR5275906,SRR5275904	SRR5275897_262404,SRR5275927_678431,SRR5275907_66511,SRR5275925_730077,SRR5275919_629782,SRR5275908_336246,SRR5275906_154374,SRR5275897_319998,SRR5275904_388213,SRR5275927_597923,SRR5275906_324605
2689	Cluster_13457	Unassigned_SRR5275919_193480	9	16	SRR5275919,SRR5275907,SRR5275903,SRR5275908,SRR5275897,SRR5275900,SRR5275902,SRR5275904,SRR5275925	SRR5275919_193480,SRR5275907_18195,SRR5275903_318015,SRR5275908_353167,SRR5275897_249548,SRR5275900_578208,SRR5275897_227457,SRR5275900_16060,SRR5275902_363436,SRR5275908_105237,SRR5275919_545782,SRR5275903_425754,SRR5275900_517445,SRR5275904_117998,SRR5275925_227360,SRR5275908_517358
2690	Cluster_13459	Unassigned_SRR5275907_329964	9	18	SRR5275907,SRR5275903,SRR5275902,SRR5275900,SRR5275897,SRR5275906,SRR5275908,SRR5275904,SRR5275919	SRR5275907_329964,SRR5275903_511559,SRR5275902_286684,SRR5275907_163064,SRR5275900_441431,SRR5275902_279798,SRR5275897_8013,SRR5275906_373743,SRR5275903_94,SRR5275908_556918,SRR5275897_375459,SRR5275904_459815,SRR5275919_260135,SRR5275900_187870,SRR5275906_261439,SRR5275908_129368,SRR5275919_614333,SRR5275904_448482
2691	Cluster_13464	Unassigned_SRR5275907_253549	6	10	SRR5275907,SRR5275904,SRR5275897,SRR5275900,SRR5275919,SRR5275908	SRR5275907_253549,SRR5275904_509885,SRR5275897_223604,SRR5275900_551361,SRR5275900_628259,SRR5275919_487425,SRR5275919_245122,SRR5275908_159199,SRR5275904_237742,SRR5275908_457013
2692	Cluster_13465	Unassigned_SRR11601881_152122	5	10	SRR11601881,SRR11601551,SRR11601863,SRR11601839,SRR11602038	SRR11601881_152122,SRR11601551_74634,SRR11601863_17482,SRR11601551_33543,SRR11601839_30468,SRR11601881_23273,SRR11601863_53106,SRR11602038_292163,SRR11602038_67487,SRR11602038_454002
2693	Cluster_13467	Unassigned_SRR5275904_335740	7	15	SRR5275904,SRR5275919,SRR5275897,SRR5275925,SRR5275906,SRR5275927,SRR5275907	SRR5275904_335740,SRR5275919_575712,SRR5275897_89232,SRR5275897_193959,SRR5275925_587509,SRR5275906_297219,SRR5275927_259784,SRR5275925_742464,SRR5275906_368272,SRR5275907_554247,SRR5275904_175200,SRR5275907_498986,SRR5275919_620782,SRR5275927_645007,SRR5275907_264095
2694	Cluster_13472	Unassigned_SRR5275904_163173	5	10	SRR5275904,SRR5275907,SRR5275908,SRR5275902,SRR5275900	SRR5275904_163173,SRR5275907_60308,SRR5275908_223999,SRR5275902_256033,SRR5275904_412695,SRR5275900_429981,SRR5275902_466050,SRR5275900_267689,SRR5275908_168991,SRR5275907_244997
2695	Cluster_13473	Unassigned_SRR5275904_115319	6	10	SRR5275904,SRR5275906,SRR5275907,SRR5275908,SRR5275902,SRR5275919	SRR5275904_115319,SRR5275906_91333,SRR5275907_177210,SRR5275908_258270,SRR5275904_68521,SRR5275907_503293,SRR5275908_380025,SRR5275902_475938,SRR5275919_86205,SRR5275919_235782
2696	Cluster_13478	Unassigned_SRR5275906_102863	8	10	SRR5275906,SRR5275902,SRR5275904,SRR5275900,SRR5275919,SRR5275908,SRR5275903,SRR5275897	SRR5275906_102863,SRR5275902_485647,SRR5275904_49401,SRR5275900_158649,SRR5275919_437547,SRR5275908_13666,SRR5275903_331456,SRR5275897_90546,SRR5275906_323919,SRR5275903_392121
2697	Cluster_13482	Unassigned_SRR5275907_143169	9	10	SRR5275907,SRR5275903,SRR5275897,SRR5275919,SRR5275927,SRR5275925,SRR5275906,SRR5275904,SRR5275902	SRR5275907_143169,SRR5275903_289096,SRR5275897_189461,SRR5275919_6388,SRR5275927_106150,SRR5275925_642470,SRR5275906_501653,SRR5275904_483333,SRR5275902_166034,SRR5275904_334879
2698	Cluster_13493	Unassigned_SRR11601608_4180	7	21	SRR11601608,SRR11601863,SRR11602038,SRR11601852,SRR11601551,SRR11601839,SRR11601881	SRR11601608_4180,SRR11601863_22532,SRR11602038_46307,SRR11601863_122480,SRR11601852_66381,SRR11601863_96130,SRR11601551_38284,SRR11601608_8131,SRR11601839_19602,SRR11601608_1198,SRR11601881_55850,SRR11602038_376187,SRR11601551_39451,SRR11601881_25679,SRR11601881_55582,SRR11601881_3311,SRR11602038_155146,SRR11601881_191508,SRR11601881_57401,SRR11601881_202610,SRR11601839_124518
2699	Cluster_13494	Unassigned_SRR5275907_272163	6	12	SRR5275907,SRR5275908,SRR5275900,SRR5275904,SRR5275906,SRR5275902	SRR5275907_272163,SRR5275908_309383,SRR5275900_353776,SRR5275904_134192,SRR5275906_426203,SRR5275906_263447,SRR5275900_101290,SRR5275907_317754,SRR5275904_407852,SRR5275902_249637,SRR5275902_256550,SRR5275908_88540
2700	Cluster_13500	Unassigned_SRR5275908_451913	9	15	SRR5275908,SRR5275904,SRR5275925,SRR5275900,SRR5275903,SRR5275919,SRR5275927,SRR5275902,SRR5275907	SRR5275908_451913,SRR5275904_211949,SRR5275925_686057,SRR5275900_446022,SRR5275903_488024,SRR5275919_218588,SRR5275927_93060,SRR5275904_294473,SRR5275925_363394,SRR5275927_630057,SRR5275902_115732,SRR5275907_600551,SRR5275908_458849,SRR5275902_279789,SRR5275900_187952
2701	Cluster_13507	Unassigned_SRR5275897_315709	8	12	SRR5275897,SRR5275919,SRR5275902,SRR5275900,SRR5275904,SRR5275925,SRR5275903,SRR5275906	SRR5275897_315709,SRR5275919_50614,SRR5275897_164927,SRR5275902_351881,SRR5275897_253831,SRR5275900_478948,SRR5275904_226254,SRR5275925_636769,SRR5275900_207498,SRR5275903_380999,SRR5275906_498525,SRR5275906_70199
2702	Cluster_13513	Unassigned_SRR5275908_248418	8	14	SRR5275908,SRR5275904,SRR5275907,SRR5275897,SRR5275902,SRR5275925,SRR5275906,SRR5275903	SRR5275908_248418,SRR5275904_33183,SRR5275907_494241,SRR5275897_336886,SRR5275902_289127,SRR5275925_348191,SRR5275906_241913,SRR5275904_196001,SRR5275907_248143,SRR5275902_150916,SRR5275908_231763,SRR5275903_129844,SRR5275903_342407,SRR5275906_622916
2703	Cluster_13514	Unassigned_SRR5275904_99585	6	10	SRR5275904,SRR5275903,SRR5275897,SRR5275908,SRR5275906,SRR5275907	SRR5275904_99585,SRR5275903_470116,SRR5275897_48529,SRR5275908_294569,SRR5275906_568440,SRR5275897_104855,SRR5275906_608771,SRR5275908_11179,SRR5275907_263374,SRR5275907_371593
2704	Cluster_13525	Unassigned_SRR5275903_274160	6	10	SRR5275903,SRR5275906,SRR5275904,SRR5275919,SRR5275897,SRR5275908	SRR5275903_274160,SRR5275906_47246,SRR5275904_386908,SRR5275919_243414,SRR5275919_568904,SRR5275897_5206,SRR5275903_377183,SRR5275897_91018,SRR5275904_234049,SRR5275908_460421
2705	Cluster_13537	Unassigned_SRR5275906_70964	8	16	SRR5275906,SRR5275897,SRR5275908,SRR5275919,SRR5275904,SRR5275903,SRR5275902,SRR5275907	SRR5275906_70964,SRR5275897_1328,SRR5275908_32673,SRR5275919_164756,SRR5275904_142487,SRR5275903_301066,SRR5275902_67737,SRR5275908_82250,SRR5275903_138405,SRR5275907_404810,SRR5275919_570521,SRR5275904_39850,SRR5275906_102523,SRR5275907_202163,SRR5275902_418835,SRR5275897_44477
2706	Cluster_13540	Unassigned_SRR5275903_494706	8	11	SRR5275903,SRR5275927,SRR5275900,SRR5275925,SRR5275906,SRR5275904,SRR5275897,SRR5275907	SRR5275903_494706,SRR5275927_212157,SRR5275900_523268,SRR5275925_739011,SRR5275906_38089,SRR5275906_403780,SRR5275900_408611,SRR5275904_472255,SRR5275897_62184,SRR5275897_136086,SRR5275907_507365
2707	Cluster_13544	Unassigned_SRR5275900_2064	7	12	SRR5275900,SRR5275908,SRR5275904,SRR5275902,SRR5275919,SRR5275897,SRR5275906	SRR5275900_2064,SRR5275908_495355,SRR5275900_550296,SRR5275904_210104,SRR5275902_257606,SRR5275919_1107,SRR5275904_59709,SRR5275897_350773,SRR5275919_560304,SRR5275902_106091,SRR5275897_1371,SRR5275906_101616
2708	Cluster_13547	Unassigned_SRR5275907_250167	7	11	SRR5275907,SRR5275903,SRR5275900,SRR5275908,SRR5275904,SRR5275919,SRR5275897	SRR5275907_250167,SRR5275903_157814,SRR5275900_70574,SRR5275908_517392,SRR5275900_372500,SRR5275904_176891,SRR5275908_93093,SRR5275919_213505,SRR5275904_160348,SRR5275903_45094,SRR5275897_228239
2709	Cluster_13548	Unassigned_SRR5275919_387219	7	12	SRR5275919,SRR5275902,SRR5275927,SRR5275904,SRR5275908,SRR5275897,SRR5275906	SRR5275919_387219,SRR5275902_256573,SRR5275927_557192,SRR5275904_312180,SRR5275919_470138,SRR5275908_373029,SRR5275927_601345,SRR5275897_275665,SRR5275902_220736,SRR5275897_14137,SRR5275906_319695,SRR5275908_181444
2710	Cluster_13549	Unassigned_SRR5275906_233692	8	14	SRR5275906,SRR5275919,SRR5275900,SRR5275925,SRR5275902,SRR5275903,SRR5275907,SRR5275904	SRR5275906_233692,SRR5275919_248840,SRR5275900_590341,SRR5275925_120945,SRR5275906_339078,SRR5275902_119960,SRR5275903_445037,SRR5275907_328410,SRR5275904_144482,SRR5275925_601875,SRR5275904_172335,SRR5275904_15497,SRR5275902_203403,SRR5275907_3432
2711	Cluster_13552	Unassigned_SRR5275906_582286	10	30	SRR5275906,SRR5275900,SRR5275925,SRR5275902,SRR5275919,SRR5275904,SRR5275897,SRR5275908,SRR5275907,SRR5275903	SRR5275906_582286,SRR5275900_233588,SRR5275925_711679,SRR5275900_624209,SRR5275902_229425,SRR5275919_592758,SRR5275904_28729,SRR5275919_474772,SRR5275906_382640,SRR5275897_450595,SRR5275906_553012,SRR5275908_540622,SRR5275904_222287,SRR5275907_192051,SRR5275919_107705,SRR5275904_434976,SRR5275908_70521,SRR5275903_6899,SRR5275900_465969,SRR5275900_609793,SRR5275904_116948,SRR5275925_153658,SRR5275902_59759,SRR5275903_481651,SRR5275906_98376,SRR5275904_359499,SRR5275904_462433,SRR5275908_154356,SRR5275925_320022,SRR5275902_466705
2712	Cluster_13554	Unassigned_SRR5275897_392467	6	12	SRR5275897,SRR5275904,SRR5275903,SRR5275907,SRR5275908,SRR5275906	SRR5275897_392467,SRR5275904_298239,SRR5275903_33498,SRR5275907_1167,SRR5275908_450517,SRR5275906_120649,SRR5275908_194759,SRR5275897_153978,SRR5275903_321257,SRR5275907_217221,SRR5275904_168612,SRR5275906_54396
2713	Cluster_13557	Unassigned_SRR5275908_381613	6	10	SRR5275908,SRR5275903,SRR5275904,SRR5275907,SRR5275906,SRR5275897	SRR5275908_381613,SRR5275903_17167,SRR5275904_173268,SRR5275903_190173,SRR5275907_61984,SRR5275904_204614,SRR5275908_286478,SRR5275907_291137,SRR5275906_458981,SRR5275897_29939
2714	Cluster_13566	Unassigned_SRR5275907_333873	6	11	SRR5275907,SRR5275904,SRR5275925,SRR5275908,SRR5275906,SRR5275903	SRR5275907_333873,SRR5275904_3721,SRR5275925_335648,SRR5275908_436918,SRR5275908_27635,SRR5275906_274405,SRR5275903_285233,SRR5275904_43949,SRR5275903_204993,SRR5275907_27672,SRR5275906_358432
2715	Cluster_13567	Unassigned_SRR5275897_230710	11	38	SRR5275897,SRR5275904,SRR5275908,SRR5275925,SRR5275919,SRR5275907,SRR5275902,SRR5275906,SRR5275903,SRR5275900,SRR5275927	SRR5275897_230710,SRR5275904_212811,SRR5275904_16271,SRR5275908_19604,SRR5275908_229505,SRR5275925_239343,SRR5275919_487954,SRR5275907_153197,SRR5275902_535829,SRR5275906_276971,SRR5275903_332584,SRR5275900_195023,SRR5275902_34699,SRR5275904_292644,SRR5275904_466535,SRR5275919_624944,SRR5275919_383324,SRR5275904_80284,SRR5275925_50806,SRR5275925_478557,SRR5275897_30838,SRR5275903_258651,SRR5275919_629836,SRR5275907_248836,SRR5275927_360613,SRR5275927_440754,SRR5275906_241357,SRR5275919_371831,SRR5275897_377368,SRR5275900_610145,SRR5275902_554825,SRR5275903_87629,SRR5275908_236175,SRR5275927_379378,SRR5275897_2215,SRR5275925_377787,SRR5275927_495413,SRR5275919_39595
2716	Cluster_13568	Unassigned_SRR11601608_9092	8	18	SRR11601608,SRR11602038,SRR11601839,SRR11601881,SRR11602041,SRR11601791,SRR11601551,SRR11601852	SRR11601608_9092,SRR11602038_565849,SRR11602038_207496,SRR11601839_19170,SRR11602038_34408,SRR11601608_4762,SRR11601839_109200,SRR11601881_54564,SRR11602041_9602,SRR11601791_229245,SRR11601839_16817,SRR11601881_204347,SRR11601551_72452,SRR11601852_105019,SRR11601881_49365,SRR11601881_57757,SRR11601839_115970,SRR11601551_97842
2717	Cluster_13569	Unassigned_SRR5275904_470998	10	10	SRR5275904,SRR5275927,SRR5275925,SRR5275900,SRR5275906,SRR5275902,SRR5275919,SRR5275908,SRR5275907,SRR5275903	SRR5275904_470998,SRR5275927_238476,SRR5275925_681023,SRR5275900_525332,SRR5275906_493469,SRR5275902_125048,SRR5275919_215451,SRR5275908_320311,SRR5275907_312280,SRR5275903_148118
2718	Cluster_13570	Unassigned_SRR5275907_103649	7	14	SRR5275907,SRR5275919,SRR5275908,SRR5275906,SRR5275903,SRR5275900,SRR5275904	SRR5275907_103649,SRR5275907_332093,SRR5275919_432649,SRR5275908_258030,SRR5275906_384390,SRR5275919_279954,SRR5275903_249920,SRR5275900_273240,SRR5275900_235918,SRR5275904_264442,SRR5275904_17388,SRR5275908_466546,SRR5275903_187960,SRR5275906_333731
2719	Cluster_13592	Unassigned_SRR5275904_359697	6	12	SRR5275904,SRR5275907,SRR5275897,SRR5275906,SRR5275902,SRR5275900	SRR5275904_359697,SRR5275907_163727,SRR5275897_167480,SRR5275906_474680,SRR5275897_213482,SRR5275902_545605,SRR5275902_100491,SRR5275900_500121,SRR5275907_6773,SRR5275904_224274,SRR5275900_85152,SRR5275906_106072
2720	Cluster_13601	Unassigned_SRR5275908_356967	11	17	SRR5275908,SRR5275903,SRR5275904,SRR5275919,SRR5275902,SRR5275927,SRR5275907,SRR5275925,SRR5275897,SRR5275906,SRR5275900	SRR5275908_356967,SRR5275903_359094,SRR5275904_431853,SRR5275919_482931,SRR5275902_30983,SRR5275927_300153,SRR5275907_161236,SRR5275902_255322,SRR5275925_6866,SRR5275904_197348,SRR5275897_459614,SRR5275906_328820,SRR5275925_503050,SRR5275908_383834,SRR5275908_549483,SRR5275900_34845,SRR5275907_251085
2721	Cluster_13602	Unassigned_SRR5275907_208677	8	12	SRR5275907,SRR5275904,SRR5275919,SRR5275927,SRR5275897,SRR5275908,SRR5275906,SRR5275900	SRR5275907_208677,SRR5275904_272039,SRR5275919_522401,SRR5275927_20485,SRR5275897_310825,SRR5275904_337996,SRR5275908_341179,SRR5275904_484665,SRR5275906_469204,SRR5275906_251827,SRR5275900_582499,SRR5275900_163175
2722	Cluster_13607	Unassigned_SRR5275907_180580	7	10	SRR5275907,SRR5275919,SRR5275906,SRR5275900,SRR5275897,SRR5275908,SRR5275903	SRR5275907_180580,SRR5275919_84839,SRR5275906_456361,SRR5275900_272050,SRR5275897_58690,SRR5275908_209455,SRR5275897_172888,SRR5275903_26167,SRR5275903_44153,SRR5275908_194108
2723	Cluster_13610	Unassigned_SRR5275907_33887	6	11	SRR5275907,SRR5275904,SRR5275906,SRR5275903,SRR5275908,SRR5275900	SRR5275907_33887,SRR5275904_327011,SRR5275906_328725,SRR5275906_454225,SRR5275903_268933,SRR5275908_234655,SRR5275903_486708,SRR5275904_472131,SRR5275900_184485,SRR5275908_352388,SRR5275900_21127
2724	Cluster_13617	Unassigned_SRR5275908_353150	10	11	SRR5275908,SRR5275902,SRR5275906,SRR5275919,SRR5275925,SRR5275907,SRR5275903,SRR5275904,SRR5275900,SRR5275927	SRR5275908_353150,SRR5275902_199365,SRR5275906_553711,SRR5275919_349550,SRR5275925_673400,SRR5275907_357236,SRR5275903_273153,SRR5275904_107168,SRR5275900_22079,SRR5275927_690666,SRR5275925_533615
2725	Cluster_13635	Unassigned_SRR5275903_178882	9	15	SRR5275903,SRR5275900,SRR5275908,SRR5275902,SRR5275906,SRR5275907,SRR5275904,SRR5275897,SRR5275925	SRR5275903_178882,SRR5275900_303402,SRR5275908_249754,SRR5275903_22841,SRR5275902_219461,SRR5275906_202819,SRR5275906_583215,SRR5275907_213518,SRR5275904_247659,SRR5275908_487770,SRR5275902_56304,SRR5275897_329729,SRR5275907_355416,SRR5275900_236943,SRR5275925_489342
2726	Cluster_13641	Unassigned_SRR5275903_473514	6	12	SRR5275903,SRR5275904,SRR5275907,SRR5275900,SRR5275919,SRR5275906	SRR5275903_473514,SRR5275904_427174,SRR5275907_2382,SRR5275900_525451,SRR5275907_265157,SRR5275919_405763,SRR5275919_564365,SRR5275906_598850,SRR5275906_531388,SRR5275903_384344,SRR5275900_189194,SRR5275904_3879
2727	Cluster_13646	Unassigned_SRR5275904_379406	6	12	SRR5275904,SRR5275906,SRR5275908,SRR5275907,SRR5275903,SRR5275919	SRR5275904_379406,SRR5275906_263841,SRR5275908_437965,SRR5275907_578783,SRR5275907_606492,SRR5275908_195004,SRR5275903_78846,SRR5275904_515227,SRR5275919_433532,SRR5275906_138606,SRR5275919_202231,SRR5275903_150850
2728	Cluster_13665	Unassigned_SRR5275904_492890	7	10	SRR5275904,SRR5275902,SRR5275900,SRR5275906,SRR5275907,SRR5275908,SRR5275925	SRR5275904_492890,SRR5275902_94332,SRR5275900_238745,SRR5275906_442708,SRR5275902_98244,SRR5275902_567176,SRR5275904_131522,SRR5275907_313777,SRR5275908_213382,SRR5275925_185234
2729	Cluster_13669	Unassigned_SRR5275904_297100	5	10	SRR5275904,SRR5275907,SRR5275908,SRR5275903,SRR5275906	SRR5275904_297100,SRR5275907_404837,SRR5275908_152800,SRR5275904_277362,SRR5275903_228489,SRR5275908_414189,SRR5275906_63113,SRR5275907_528300,SRR5275903_498278,SRR5275906_161320
2730	Cluster_13681	Unassigned_SRR5275900_75301	10	10	SRR5275900,SRR5275927,SRR5275906,SRR5275903,SRR5275925,SRR5275897,SRR5275919,SRR5275904,SRR5275907,SRR5275902	SRR5275900_75301,SRR5275927_273548,SRR5275906_172617,SRR5275903_218478,SRR5275925_264759,SRR5275897_313538,SRR5275919_178665,SRR5275904_316612,SRR5275907_379665,SRR5275902_415075
2731	Cluster_13687	Unassigned_SRR5275897_76205	9	15	SRR5275897,SRR5275903,SRR5275906,SRR5275925,SRR5275902,SRR5275908,SRR5275904,SRR5275919,SRR5275907	SRR5275897_76205,SRR5275903_220097,SRR5275906_489314,SRR5275925_592309,SRR5275902_482145,SRR5275908_98715,SRR5275904_265212,SRR5275919_179229,SRR5275903_184034,SRR5275919_403381,SRR5275904_112373,SRR5275897_283423,SRR5275906_73841,SRR5275908_250661,SRR5275907_283820
2732	Cluster_13690	Unassigned_SRR5275908_132400	6	12	SRR5275908,SRR5275906,SRR5275919,SRR5275925,SRR5275904,SRR5275903	SRR5275908_132400,SRR5275908_418457,SRR5275906_104208,SRR5275919_234509,SRR5275925_514965,SRR5275904_526766,SRR5275903_160389,SRR5275925_703815,SRR5275904_142999,SRR5275925_38754,SRR5275919_7438,SRR5275925_211456
2733	Cluster_13691	Unassigned_SRR5275900_238239	6	12	SRR5275900,SRR5275919,SRR5275902,SRR5275925,SRR5275906,SRR5275908	SRR5275900_238239,SRR5275919_180552,SRR5275902_158223,SRR5275925_472263,SRR5275902_409122,SRR5275900_86318,SRR5275906_384068,SRR5275906_247722,SRR5275908_317583,SRR5275925_707596,SRR5275908_356636,SRR5275919_196973
2734	Cluster_13694	Unassigned_SRR5275906_600777	10	10	SRR5275906,SRR5275907,SRR5275925,SRR5275903,SRR5275902,SRR5275904,SRR5275900,SRR5275897,SRR5275919,SRR5275908	SRR5275906_600777,SRR5275907_64634,SRR5275925_254542,SRR5275903_474999,SRR5275902_26653,SRR5275904_217897,SRR5275900_157498,SRR5275897_188055,SRR5275919_615857,SRR5275908_495756
2735	Cluster_13696	Unassigned_SRR5275900_295701	8	14	SRR5275900,SRR5275927,SRR5275925,SRR5275906,SRR5275919,SRR5275903,SRR5275904,SRR5275897	SRR5275900_295701,SRR5275927_446922,SRR5275925_583162,SRR5275906_398625,SRR5275919_596012,SRR5275903_230348,SRR5275906_565864,SRR5275904_536097,SRR5275927_160838,SRR5275927_243014,SRR5275900_358072,SRR5275925_134944,SRR5275925_429964,SRR5275897_344936
2736	Cluster_13703	Unassigned_SRR5275903_413139	6	11	SRR5275903,SRR5275900,SRR5275902,SRR5275897,SRR5275904,SRR5275906	SRR5275903_413139,SRR5275900_565030,SRR5275902_390435,SRR5275897_130206,SRR5275904_105006,SRR5275906_217279,SRR5275900_251392,SRR5275902_513347,SRR5275906_535083,SRR5275903_51077,SRR5275904_327636
2737	Cluster_13711	Unassigned_SRR5275903_506412	6	12	SRR5275903,SRR5275908,SRR5275900,SRR5275902,SRR5275897,SRR5275906	SRR5275903_506412,SRR5275908_507528,SRR5275900_209580,SRR5275902_49128,SRR5275897_405730,SRR5275908_18382,SRR5275906_279740,SRR5275897_438663,SRR5275902_181053,SRR5275900_451181,SRR5275906_361373,SRR5275903_330724
2738	Cluster_13716	Unassigned_SRR5275897_476193	6	10	SRR5275897,SRR5275904,SRR5275908,SRR5275902,SRR5275900,SRR5275907	SRR5275897_476193,SRR5275904_262657,SRR5275897_178542,SRR5275908_98845,SRR5275902_489122,SRR5275900_411197,SRR5275900_578510,SRR5275908_346071,SRR5275902_556516,SRR5275907_398392
2739	Cluster_13730	Unassigned_SRR5275903_140387	8	11	SRR5275903,SRR5275904,SRR5275906,SRR5275919,SRR5275908,SRR5275900,SRR5275927,SRR5275902	SRR5275903_140387,SRR5275904_554,SRR5275906_236797,SRR5275919_461458,SRR5275908_130666,SRR5275900_213416,SRR5275927_204261,SRR5275902_460599,SRR5275903_62913,SRR5275902_216600,SRR5275904_111051
2740	Cluster_13731	Unassigned_SRR5275903_438469	8	14	SRR5275903,SRR5275904,SRR5275900,SRR5275897,SRR5275902,SRR5275919,SRR5275927,SRR5275907	SRR5275903_438469,SRR5275904_219776,SRR5275900_560669,SRR5275904_391792,SRR5275904_391739,SRR5275897_263721,SRR5275902_140109,SRR5275902_114244,SRR5275919_202071,SRR5275927_451719,SRR5275907_279354,SRR5275903_263861,SRR5275903_336684,SRR5275900_320622
2741	Cluster_13738	Unassigned_SRR5275903_497364	6	13	SRR5275903,SRR5275904,SRR5275897,SRR5275900,SRR5275925,SRR5275908	SRR5275903_497364,SRR5275903_228130,SRR5275904_49392,SRR5275904_447354,SRR5275897_265346,SRR5275903_164931,SRR5275900_436077,SRR5275904_14086,SRR5275925_401972,SRR5275908_284259,SRR5275925_559930,SRR5275904_142100,SRR5275903_309096
2742	Cluster_13740	Unassigned_SRR5275925_370001	7	10	SRR5275925,SRR5275903,SRR5275900,SRR5275902,SRR5275906,SRR5275904,SRR5275907	SRR5275925_370001,SRR5275903_126447,SRR5275900_491896,SRR5275902_343070,SRR5275902_559516,SRR5275906_343829,SRR5275904_264239,SRR5275900_200401,SRR5275907_609660,SRR5275907_300921
2743	Cluster_13749	Unassigned_SRR5275906_539844	6	11	SRR5275906,SRR5275925,SRR5275908,SRR5275903,SRR5275904,SRR5275907	SRR5275906_539844,SRR5275906_154008,SRR5275925_197686,SRR5275925_366479,SRR5275908_197647,SRR5275903_247621,SRR5275904_492101,SRR5275908_293984,SRR5275907_124411,SRR5275903_133682,SRR5275904_403555
2744	Cluster_13750	Unassigned_SRR5275919_412456	8	12	SRR5275919,SRR5275900,SRR5275907,SRR5275906,SRR5275925,SRR5275903,SRR5275904,SRR5275908	SRR5275919_412456,SRR5275919_393868,SRR5275900_376381,SRR5275907_259244,SRR5275906_576026,SRR5275925_685886,SRR5275925_761054,SRR5275903_459443,SRR5275906_49727,SRR5275904_263896,SRR5275908_333980,SRR5275907_33356
2745	Cluster_13751	Unassigned_SRR5275904_151087	6	11	SRR5275904,SRR5275907,SRR5275908,SRR5275900,SRR5275906,SRR5275902	SRR5275904_151087,SRR5275907_249385,SRR5275908_517247,SRR5275900_231887,SRR5275906_146884,SRR5275902_403337,SRR5275908_226357,SRR5275900_293374,SRR5275906_136625,SRR5275907_231281,SRR5275902_53611
